timestamp,hmd_pos_x,hmd_pos_y,hmd_pos_z,hmd_rot_w,hmd_rot_x,hmd_rot_y,hmd_rot_z,left_controller_pos_x,left_controller_pos_y,left_controller_pos_z,left_controller_rot_w,left_controller_rot_x,left_controller_rot_y,left_controller_rot_z,right_controller_pos_x,right_controller_pos_y,right_controller_pos_z,right_controller_rot_w,right_controller_rot_x,right_controller_rot_y,right_controller_rot_z
0.0167172,0.03295488,1.087727,-0.1992758,0.9976475,-0.002394728,-0.04073777,-0.05508462,-0.05934843,1.086071,0.1120413,0.9703758,-0.1571439,0.03062618,0.1809379,0.1353974,0.6476187,0.09251402,0.9621562,0.1523863,-0.1772988,-0.1399967
0.03671718,0.03280354,1.087732,-0.199259,0.9976527,-0.00257328,-0.04096825,-0.05481008,-0.05866468,1.085628,0.1124332,0.9713438,-0.1547519,0.03266113,0.1774156,0.1352972,0.6476486,0.09250297,0.9622341,0.152316,-0.1771384,-0.1397403
0.05671716,0.03253942,1.087688,-0.1991787,0.9976973,-0.00191894,-0.04167157,-0.05347849,-0.0586153,1.084828,0.113091,0.9715386,-0.1474035,0.03315578,0.1824436,0.1351287,0.6476775,0.09245048,0.9623747,0.1523535,-0.1768642,-0.1390772
0.07671714,0.03246453,1.087624,-0.199091,0.9977123,-0.001508468,-0.04219957,-0.05279323,-0.05889909,1.084447,0.1131954,0.9716581,-0.145864,0.03148107,0.1833388,0.135037,0.6476675,0.09244888,0.9624784,0.1523502,-0.1766709,-0.1386078
0.09671712,0.03252329,1.08756,-0.199063,0.9977299,-0.0009157776,-0.04258979,-0.05215703,-0.0592462,1.082776,0.1133788,0.9733432,-0.144268,0.02660248,0.1763011,0.1349575,0.6476436,0.0924468,0.9625572,0.1524826,-0.1765519,-0.1380657
0.1167171,0.03267108,1.087513,-0.1990121,0.9977452,-0.0004157487,-0.04343125,-0.05116664,-0.06019333,1.080843,0.1129261,0.9729673,-0.1461694,0.02674983,0.1767869,0.1349394,0.6475901,0.09243847,0.9627092,0.1526115,-0.176197,-0.1373146
0.1367171,0.03291481,1.08748,-0.1989198,0.9977378,-0.0001222068,-0.04408009,-0.05075723,-0.06256632,1.077671,0.1112356,0.9697,-0.1591071,0.02348356,0.1838893,0.1349458,0.647541,0.0924409,0.9628672,0.1526716,-0.1758256,-0.1366146
0.1567171,0.03360029,1.087365,-0.1988699,0.9977306,0.0008574036,-0.04530612,-0.04980348,-0.06509232,1.071686,0.1117398,0.9749529,-0.1468932,0.01752669,0.1660788,0.1349625,0.6474593,0.09247339,0.9631043,0.1529051,-0.1752221,-0.1354525
0.1767173,0.03407175,1.087299,-0.1989622,0.9977232,0.001783888,-0.04594205,-0.04934252,-0.06677657,1.06729,0.1122933,0.9783305,-0.1371854,0.01484364,0.1543674,0.1349781,0.6474149,0.0924807,0.9631687,0.1531883,-0.1750469,-0.1348996
0.1967173,0.03613851,1.087135,-0.1994707,0.9977155,0.002951227,-0.04722128,-0.04822016,-0.07288942,1.054269,0.1121738,0.9826679,-0.1266551,0.002709064,0.1353326,0.1350449,0.6473272,0.09250809,0.9634118,0.153435,-0.1745498,-0.1335207
0.2167172,0.03694706,1.087227,-0.1994996,0.9977099,0.002455324,-0.04714733,-0.04843646,-0.07743292,1.045536,0.1123533,0.9839419,-0.120107,-0.0004029448,0.1320327,0.1350939,0.647297,0.0925049,0.9635001,0.1534154,-0.1745833,-0.1328609
0.2367172,0.03854686,1.087691,-0.1992336,0.9976082,-0.0008380573,-0.04433392,-0.05302511,-0.08660252,1.025943,0.1150857,0.9885563,-0.09356916,-0.008871036,0.1179943,0.1351867,0.6473138,0.09248527,0.9636337,0.1534699,-0.1747278,-0.131633
