timestamp,hmd_pos_x,hmd_pos_y,hmd_pos_z,hmd_rot_w,hmd_rot_x,hmd_rot_y,hmd_rot_z,left_controller_pos_x,left_controller_pos_y,left_controller_pos_z,left_controller_rot_w,left_controller_rot_x,left_controller_rot_y,left_controller_rot_z,right_controller_pos_x,right_controller_pos_y,right_controller_pos_z,right_controller_rot_w,right_controller_rot_x,right_controller_rot_y,right_controller_rot_z
0.001693726,-0.05260686,1.100544,0.01044827,0.997764,0.05630064,-0.02832374,0.02224843,-0.2307779,0.7898982,0.2628555,0.9750947,0.06815617,-0.1916032,0.0885054,-0.02128253,1.115321,0.3149199,0.976528,-0.2007424,0.01336965,-0.07692013
0.02169037,-0.05247512,1.100564,0.01042727,0.9977569,0.05633083,-0.02853891,0.02221601,-0.2307905,0.7899371,0.2629751,0.9751351,0.06823398,-0.1910318,0.0892323,-0.02195422,1.111753,0.3167634,0.97756,-0.1935476,0.001849812,-0.08314073
0.04168701,-0.05221638,1.100657,0.01029011,0.9976923,0.05697499,-0.02971193,0.02193353,-0.2295862,0.7900305,0.2626894,0.9756829,0.06377179,-0.1937795,0.08015922,-0.01984538,1.099101,0.3188398,0.9702374,-0.1799785,-0.05559454,-0.1521724
0.06169128,-0.05204479,1.100782,0.01019835,0.9976969,0.0566834,-0.02975666,0.02241451,-0.2286459,0.7902861,0.2622955,0.9760538,0.06011152,-0.1958268,0.07319492,-0.0249871,1.084905,0.3192131,0.9689223,-0.1825995,-0.04388804,-0.1609997
0.08168793,-0.05181747,1.100861,0.01010463,0.997661,0.05716531,-0.03001915,0.02244011,-0.2285422,0.7903308,0.2622445,0.9761244,0.05969138,-0.1958843,0.07243977,-0.02762472,1.078369,0.3205339,0.9699086,-0.1751469,-0.04350684,-0.1634262
0.1016922,-0.05026377,1.101344,0.00899377,0.9977132,0.05679678,-0.02781614,0.02384977,-0.2280702,0.7905062,0.2622084,0.9761379,0.05755602,-0.1977238,0.06890196,-0.04992529,1.041345,0.3243741,0.9798663,-0.1675731,-0.03961229,-0.1010552
0.1216888,-0.0495119,1.101513,0.00878581,0.997842,0.05452798,-0.02691459,0.0247706,-0.2279112,0.7906096,0.2622218,0.9762142,0.05689262,-0.1977731,0.06822675,-0.06338971,1.020484,0.327911,0.9846146,-0.1473001,-0.05260573,-0.07790674
0.1416931,-0.04836636,1.101376,0.008347801,0.9980522,0.0514244,-0.02538739,0.0245514,-0.2279508,0.7906171,0.2622942,0.976234,0.05714966,-0.1973862,0.06884629,-0.08656833,0.9834499,0.3340131,0.9939294,-0.06960374,-0.08010931,-0.0290203
0.1616898,-0.04778494,1.101232,0.008199783,0.9981448,0.05023913,-0.02493362,0.02369254,-0.227967,0.7906085,0.2623901,0.9762396,0.05733863,-0.1972108,0.06911165,-0.09638371,0.966361,0.3357237,0.9954104,-0.02928546,-0.09107789,-0.002323566
0.181694,-0.04672511,1.101194,0.008391716,0.9982769,0.04875288,-0.02498591,0.02102656,-0.2285135,0.7903047,0.2630081,0.9756883,0.06120639,-0.1976282,0.07231355,-0.109619,0.9392212,0.3330131,0.9904159,0.01599937,-0.1364387,-0.0143147
0.2016907,-0.04627238,1.101085,0.0085535,0.998329,0.0479551,-0.02550596,0.01971958,-0.2287679,0.7901987,0.2631764,0.9753918,0.06261357,-0.1983028,0.07325569,-0.1106512,0.9321803,0.3304019,0.9864822,0.02310567,-0.1531611,-0.05348536
0.2216873,-0.04573419,1.100965,0.008835883,0.9983482,0.04789601,-0.02613858,0.01798721,-0.2288297,0.7901778,0.2631971,0.9752734,0.0628512,-0.1988404,0.07317174,-0.1119867,0.9251642,0.3280168,0.9842591,0.02882412,-0.1561252,-0.07764067
0.2416916,-0.04468331,1.100885,0.00906504,0.9984416,0.04658825,-0.02617589,0.01608663,-0.2288297,0.7901778,0.2631971,0.9752734,0.0628512,-0.1988404,0.07317174,-0.1227136,0.9022118,0.327653,0.9775771,0.06448338,-0.1796955,-0.08885114
0.2616882,-0.04419762,1.100818,0.009612024,0.9983994,0.04732112,-0.02726469,0.01470033,-0.22867,0.7902472,0.263066,0.9753433,0.0628363,-0.1987107,0.07260254,-0.1225058,0.9029197,0.3233092,0.9787421,0.05183691,-0.1743414,-0.09477326
0.2816925,-0.04354701,1.10089,0.01072274,0.9983478,0.04818011,-0.02848691,0.01299712,-0.2283762,0.7902567,0.2629834,0.97558,0.06416506,-0.1974271,0.07175622,-0.1268724,0.9021383,0.3171588,0.9808454,0.03994154,-0.1753619,-0.07480098
0.3016891,-0.04318257,1.100676,0.01119809,0.9982766,0.04907606,-0.02954137,0.0127551,-0.2281628,0.7901239,0.2630349,0.9758379,0.06587467,-0.1958724,0.07095715,-0.1253562,0.9069667,0.3137699,0.979975,0.02894555,-0.1822055,-0.07491587
0.3216934,-0.04261223,1.100176,0.01194923,0.9980933,0.05258643,-0.03002269,0.01196236,-0.2280764,0.7899801,0.2629851,0.9759266,0.06750917,-0.1950825,0.07037567,-0.1207829,0.9145927,0.3095374,0.9798141,0.007818822,-0.1826236,-0.08094392
0.3416901,-0.04234653,1.100054,0.01232061,0.9980153,0.05457936,-0.02944528,0.01093327,-0.228118,0.7899082,0.2629177,0.9758757,0.06789069,-0.195184,0.0704322,-0.1151811,0.9207366,0.3090386,0.9803773,-0.005562182,-0.1757137,-0.08918671
0.3616867,-0.04215636,1.099787,0.01245082,0.9979429,0.05647388,-0.02838973,0.01071317,-0.2281197,0.789854,0.262893,0.9759257,0.06861293,-0.1946795,0.07043514,-0.1078886,0.9244462,0.3092007,0.9821507,-0.02138982,-0.1591253,-0.09798803
0.381691,-0.04135399,1.098956,0.01263747,0.9977809,0.06066237,-0.02462785,0.0121141,-0.2282257,0.7897719,0.2628906,0.9759865,0.07052185,-0.1931058,0.07202155,-0.09262544,0.9260392,0.3127359,0.9857959,-0.04969592,-0.1195811,-0.1069445
0.4016876,-0.04094249,1.098662,0.01280663,0.99772,0.06211341,-0.02334576,0.01231699,-0.2282643,0.7897792,0.2628908,0.9759911,0.07067406,-0.192837,0.07252928,-0.08831342,0.9249327,0.3146426,0.9860721,-0.04556068,-0.1143454,-0.1118531
0.4216919,-0.04049701,1.098569,0.01275738,0.9977208,0.06343777,-0.01538293,0.01709503,-0.2289671,0.7899064,0.2632376,0.9759919,0.07221862,-0.1893339,0.07985636,-0.07332481,0.9172314,0.3335474,0.9876882,0.03755906,-0.09794573,-0.1160513
0.4416885,-0.0402916,1.09835,0.01273864,0.9977173,0.06380549,-0.01297644,0.01791255,-0.2291491,0.7898721,0.2634405,0.9759356,0.07333803,-0.1883247,0.08188485,-0.06718031,0.9147834,0.3376047,0.9888562,0.0429239,-0.08525227,-0.1142499
0.4616928,-0.04013549,1.09805,0.01269177,0.9977086,0.06423386,-0.007989562,0.01969415,-0.2293726,0.7898635,0.2637798,0.9758593,0.07476555,-0.1868315,0.08486967,-0.05330062,0.9108778,0.3464613,0.9911856,0.04607235,-0.06530661,-0.1056578
0.4816895,-0.04022137,1.098029,0.01265474,0.9976956,0.06460746,-0.005655005,0.01993424,-0.2293917,0.7899756,0.263889,0.9759574,0.07413821,-0.1862708,0.08552108,-0.04327527,0.9096774,0.3518818,0.9936467,0.03838173,-0.04507344,-0.09571524
0.5016937,-0.03969616,1.097743,0.01296046,0.997699,0.06460567,-0.002018485,0.02046699,-0.2293217,0.7901195,0.2640226,0.9762078,0.07293884,-0.1853164,0.08576801,-0.02024081,0.9077778,0.3616773,0.9956421,0.01990013,0.0004117628,-0.09110829
0.5216904,-0.03992086,1.09782,0.01283573,0.9977172,0.06426318,-0.0001905487,0.02075103,-0.22927,0.7901514,0.2640835,0.9762735,0.07270113,-0.1850334,0.0858321,-0.007089417,0.9075136,0.3663769,0.9953227,0.008645578,0.0245549,-0.09303275
0.541687,-0.04060278,1.098219,0.01262675,0.9978127,0.06288414,0.0006830175,0.02037288,-0.2291759,0.7901809,0.2641641,0.9763634,0.07250312,-0.1846906,0.08571621,0.01125217,0.9082153,0.3710877,0.9939817,-0.003732848,0.05390054,-0.09529571
0.5616913,-0.04187012,1.099032,0.01263907,0.9980451,0.05895203,0.001226061,0.02071527,-0.2289835,0.7902167,0.264137,0.9764035,0.07191195,-0.1852449,0.08455278,0.04589738,0.9105011,0.3778319,0.9904056,-0.01454182,0.09415946,-0.1000965
0.5816879,-0.04243755,1.09941,0.01290019,0.9981604,0.05647971,0.0006308683,0.02203155,-0.2288018,0.7903541,0.2640601,0.9765508,0.07066543,-0.1851502,0.0841096,0.0640294,0.9129255,0.3799672,0.9866375,-0.02355742,0.1130164,-0.114973
0.6016922,-0.04287153,1.099736,0.01394419,0.9981769,0.05512863,0.002143483,0.02447633,-0.2283339,0.7907128,0.2633898,0.9772811,0.06602246,-0.1841403,0.08157904,0.09484536,0.9157393,0.3830427,0.9789742,-0.03269945,0.1556035,-0.1277801
0.6216888,-0.04297788,1.099936,0.01396247,0.9981386,0.05455641,0.003393573,0.02704408,-0.2281313,0.7908988,0.2629417,0.9777091,0.06387188,-0.1830657,0.08057562,0.1083441,0.9175814,0.3841654,0.9740503,-0.03574501,0.1789239,-0.13392
0.6416931,-0.04192694,1.099983,0.01469175,0.9979968,0.05401047,0.008054899,0.03194345,-0.2278882,0.7911922,0.262316,0.9782171,0.06153863,-0.181322,0.08016623,0.1292974,0.9209394,0.3869483,0.9599784,-0.02732663,0.2397243,-0.1422215
0.6616898,-0.0408483,1.099871,0.01485043,0.9979385,0.05414029,0.01206168,0.03228232,-0.2277609,0.7912869,0.2621196,0.9784608,0.06080613,-0.1804103,0.07980683,0.1346813,0.9231444,0.3857928,0.9541988,-0.02932691,0.2606435,-0.143908
0.681694,-0.0374182,1.099649,0.01443779,0.9977941,0.05480252,0.01959711,0.03193155,-0.2274693,0.7913886,0.2619205,0.9787949,0.05955788,-0.1796111,0.07844239,0.1374348,0.9289337,0.3824115,0.9545678,-0.04435968,0.265255,-0.1283445
0.7016907,-0.03671043,1.099501,0.01386505,0.9977651,0.05546126,0.02329486,0.02908987,-0.2269834,0.7914876,0.2620232,0.9794192,0.0583797,-0.1772615,0.07686532,0.1270387,0.9346558,0.3779421,0.9625195,-0.05779546,0.2365255,-0.1194637
0.7216873,-0.03609052,1.099477,0.01334122,0.9977653,0.05631407,0.0254941,0.02536096,-0.2267167,0.7912812,0.2625351,0.9796146,0.05950853,-0.1759173,0.07659651,0.1157226,0.9410597,0.3737542,0.9679992,-0.07070684,0.212153,-0.1138823
0.7416916,-0.0349296,1.099644,0.01277379,0.9977769,0.05607098,0.02792615,0.02274545,-0.22644,0.7909863,0.2632577,0.9796764,0.06197742,-0.1748965,0.07618566,0.106082,0.9506585,0.369749,0.9713839,-0.09118558,0.1915023,-0.1068894
