timestamp,hmd_pos_x,hmd_pos_y,hmd_pos_z,hmd_rot_w,hmd_rot_x,hmd_rot_y,hmd_rot_z,left_controller_pos_x,left_controller_pos_y,left_controller_pos_z,left_controller_rot_w,left_controller_rot_x,left_controller_rot_y,left_controller_rot_z,right_controller_pos_x,right_controller_pos_y,right_controller_pos_z,right_controller_rot_w,right_controller_rot_x,right_controller_rot_y,right_controller_rot_z
0.0007686615,-0.07440847,1.112477,0.03542763,0.9977605,-0.009702289,0.06583334,-0.006780352,-0.2346478,0.8372096,0.3642774,0.9305208,0.01450402,-0.02677608,0.3649708,-0.07283323,1.065963,0.3797069,0.965912,-0.2227172,-0.0290391,-0.1287157
0.02076912,-0.07461877,1.112344,0.03534459,0.9977837,-0.009122533,0.06558434,-0.006583378,-0.234947,0.8373142,0.3642155,0.9302481,0.0142707,-0.02714591,0.3656473,-0.07431711,1.06077,0.3809983,0.9684709,-0.2124359,-0.03054272,-0.1264998
0.04076862,-0.07486022,1.11217,0.03524918,0.997817,-0.008531155,0.06517901,-0.006338253,-0.2354128,0.8374351,0.3641444,0.9298604,0.01372833,-0.0276773,0.3666131,-0.07567918,1.055404,0.3818227,0.9697233,-0.2077378,-0.02930306,-0.1249924
0.06076908,-0.07542211,1.111812,0.03499892,0.9978704,-0.007144796,0.06462542,-0.005217048,-0.2365392,0.8376437,0.364046,0.9288629,0.01295208,-0.02959653,0.3690123,-0.0786481,1.043003,0.3841443,0.974749,-0.1906348,-0.03024119,-0.1122868
0.08076859,-0.0758748,1.111672,0.03487796,0.9979302,-0.007245729,0.06369387,-0.005097624,-0.2375097,0.8376777,0.364064,0.9278093,0.01259458,-0.03058276,0.3715858,-0.0796998,1.033622,0.3853496,0.9775704,-0.1827862,-0.03272684,-0.09937017
0.100769,-0.07695776,1.111958,0.03470227,0.9979846,-0.008297399,0.06276153,-0.004354153,-0.2379452,0.8376214,0.3641497,0.9274927,0.01253446,-0.0315164,0.3722994,-0.07851566,1.016581,0.3873724,0.9802323,-0.1708099,-0.03621489,-0.09304349
0.1207685,-0.07723655,1.111987,0.03459788,0.9980153,-0.008342945,0.06229762,-0.003846554,-0.2378837,0.8375931,0.3641894,0.927631,0.01259553,-0.03147332,0.3719564,-0.07769084,1.009271,0.3888209,0.981877,-0.1617432,-0.03633998,-0.09184907
0.140769,-0.07790009,1.111943,0.03431508,0.9980583,-0.009017899,0.06157918,-0.002534938,-0.2379284,0.8375002,0.3642928,0.9274693,0.0130898,-0.03171821,0.3723218,-0.07306949,0.9932128,0.3930041,0.9851296,-0.1383208,-0.03328292,-0.09632892
0.1607685,-0.07828137,1.111956,0.03424168,0.9980897,-0.009478786,0.06102073,-0.001878241,-0.2378673,0.8374721,0.3642935,0.927452,0.0133869,-0.03148274,0.3723741,-0.07036299,0.9850365,0.3955659,0.9875125,-0.1232848,-0.02815636,-0.09395269
0.180769,-0.07916285,1.112026,0.03416778,0.9981378,-0.01026697,0.06012272,-0.000948101,-0.237508,0.8374302,0.3642982,0.927685,0.01377924,-0.03088371,0.3718291,-0.06320447,0.9687999,0.4009133,0.9912233,-0.09632762,-0.01855998,-0.08861639
0.2007685,-0.07964018,1.112023,0.0341839,0.998166,-0.01063356,0.05959045,-0.0007797445,-0.2369756,0.8374099,0.3643268,0.9280244,0.01401342,-0.02984861,0.3710572,-0.05837951,0.9613357,0.4040443,0.9929256,-0.08153389,-0.01020464,-0.08571391
0.2207689,-0.08012754,1.112025,0.03417076,0.9981999,-0.010933,0.05896895,-0.0004573068,-0.2365923,0.8374374,0.3643094,0.9282482,0.01412114,-0.02894375,0.3705648,-0.05346102,0.9545154,0.4066037,0.9938692,-0.07050262,-0.001864173,-0.08514597
0.2407684,-0.08106377,1.111737,0.03417014,0.9982559,-0.01120512,0.05796267,-0.0001569124,-0.2360268,0.8376018,0.3641075,0.9286281,0.01395368,-0.02773629,0.3697106,-0.04028076,0.9433321,0.4111589,0.9948124,-0.04870114,0.0120124,-0.08849993
0.2607689,-0.08157304,1.111725,0.03426083,0.9982765,-0.01114609,0.057618,0.0002242849,-0.2359692,0.8376265,0.3640731,0.928637,0.01391156,-0.02761563,0.3696988,-0.03470685,0.9375199,0.4134183,0.9952586,-0.03718691,0.01841289,-0.08796813
0.2807684,-0.08260913,1.111531,0.03464947,0.9983156,-0.0114014,0.05686642,0.001509761,-0.2356531,0.8378487,0.3638049,0.928542,0.01374871,-0.02648344,0.3700261,-0.01856659,0.9311498,0.4179032,0.9958463,-0.01988448,0.04301416,-0.07774675
0.3007689,-0.08307687,1.111499,0.03488456,0.9983437,-0.01145731,0.05634301,0.0020203,-0.2354826,0.8380547,0.3636163,0.928475,0.01340111,-0.02565273,0.3702656,-0.009820136,0.9304734,0.4198244,0.9955953,-0.01736204,0.05640374,-0.0728508
0.3207684,-0.08385925,1.111397,0.03534175,0.9983817,-0.01143302,0.05556877,0.003934671,-0.2352205,0.838401,0.3633104,0.9283366,0.01279467,-0.02398045,0.3707457,0.007369319,0.9312738,0.4233459,0.9936098,-0.01641137,0.07824717,-0.07967182
0.3407688,-0.08419144,1.111295,0.03562792,0.9983993,-0.01095134,0.05522503,0.005411352,-0.2350461,0.8385227,0.3631856,0.9283644,0.01245099,-0.02300384,0.3707498,0.01777146,0.9375851,0.4246216,0.9914742,-0.02267897,0.09172551,-0.08972771
0.3607683,-0.08461957,1.111164,0.03621694,0.9984144,-0.01009194,0.05484648,0.007661966,-0.234739,0.8386517,0.3630401,0.9284233,0.01244591,-0.02224972,0.3706483,0.03522747,0.9478934,0.4268556,0.9879991,-0.03547519,0.1213296,-0.08875991
0.3807688,-0.08463785,1.111204,0.0365155,0.9984209,-0.009571447,0.05471327,0.008400628,-0.2345147,0.8387834,0.3629595,0.9283971,0.01241,-0.02162392,0.3707523,0.04321853,0.95512,0.4273061,0.9854945,-0.04555591,0.1368019,-0.08950203
0.4007683,-0.08461943,1.111267,0.0368245,0.9983948,-0.008507265,0.05523797,0.00917625,-0.2341756,0.8390148,0.3628444,0.9283682,0.0121272,-0.02006503,0.3709218,0.05031543,0.964104,0.427007,0.9827864,-0.05746076,0.1496343,-0.09186307
0.4207687,-0.08453269,1.11111,0.0373227,0.9983286,-0.007198682,0.0564029,0.01034411,-0.233813,0.8393646,0.3626304,0.9285051,0.01133939,-0.01842984,0.3706887,0.06302091,0.9800314,0.4261486,0.9772419,-0.07952488,0.1692384,-0.1001624
